date,time,full_address,formatted_address,lat,lng,gender,race,idot,verbal_warning,citation_issued,num_citations,search,arrested,dawn,sunrise,noon,sunset,dusk
2016-12-10,19:45:00,"5200 S Dorchester, Chicago, IL","5200 S Dorchester Ave, Chicago, IL 60615, USA",41.800679,-87.592269,Male,African American,Equipment,0,0,1.0,Yes,0,06:35:28.268812,07:07:32.755825,11:43:08,16:19:17.334694,16:51:21.544929
2016-12-11,15:48:00,"5400 S Greenwood, Chicago, IL","5400 S Greenwood Ave, Chicago, IL 60637, USA",41.7979404,-87.5997271,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:36:17.007903,07:08:23.397967,11:43:38,16:19:26.481017,16:51:32.620799
2016-12-14,05:33:00,"800 E 55th, Chicago, IL","800 E 55th St, Chicago, IL 60615, USA",41.79576489999999,-87.60536909999999,Male,African American,Lane Violation,1,0,0.0,No,0,06:38:31.035524,07:10:42.242983,11:45:03,16:20:02.896498,16:52:13.932002
2016-12-17,05:18:00,"Midway Plaisance at Blackstone, Chicago, IL","Midway Plaisance & S Blackstone Ave, Chicago, IL 60637, USA",41.7874261,-87.590155,Male,African American,Lane Violation,1,0,0.0,No,0,06:40:24.473661,07:12:38.510008,11:46:27,16:20:56.440950,16:53:10.382726
2016-12-17,10:09:00,"1100 E Midway Plaisance, Chicago, IL","1100 Midway Plaisance, Chicago, IL 60637, USA",41.7864747,-87.5989062,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:40:26.424616,07:12:40.424772,11:46:29,16:20:58.728289,16:53:12.633884
2016-12-17,18:34:00,"5300 Kimbark, Chicago, IL","5300 S Kimbark Ave, Chicago, IL 60615, USA",41.7992755,-87.5953309,Male,Asian,Traffic Sign/Signal,1,0,0.0,No,0,06:40:27.587833,07:12:42.075352,11:46:28,16:20:55.359916,16:53:09.752748
2016-12-18,14:29:00,"1100 E Midway Plaisance, Chicago, IL","1100 Midway Plaisance, Chicago, IL 60637, USA",41.7864747,-87.5989062,Female,African American,Lane Violation,1,0,0.0,No,0,06:41:02.445372,07:13:17.091429,11:46:58,16:21:21.811439,16:53:36.388568
2016-12-20,22:09:00,"5300 S KIMBARK, Chicago, IL","5300 S Kimbark Ave, Chicago, IL 60615, USA",41.7992755,-87.5953309,Female,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,06:42:10.249880,07:14:26.061966,11:47:56,16:22:11.293125,16:54:27.087499
2016-12-28,05:41:00,"5100 S Kimbark, Chicago, IL","5100 S Kimbark Ave, Chicago, IL 60615, USA",41.802037,-87.59549799999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:45:20.134708,07:17:30.559715,11:51:54,16:27:06.670832,16:59:17.286204
2016-12-29,23:14:00,"5900 S Cottage Grove, Chicago, IL","5900 S Cottage Grove Ave, Chicago, IL 60637, USA",41.7867553,-87.6076016,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:45:35.180647,07:17:43.441810,11:52:26,16:27:58.376305,17:00:06.854168
2017-01-03,04:51:00,"Midway Plaisance and Cottage Grove, Chicago, IL","Midway Plaisance & S Cottage Grove Ave, Chicago, IL 60637, USA",41.7871112,-87.60604889999999,Male,African American,Traffic Sign/Signal,0,0,2.0,No,0,06:46:15.591389,07:18:13.162685,11:54:47,16:32:13.313957,17:04:11.238777
2016-01-03,21:57:00,"5500 S Everett, Chicago, IL","5500 S Everett Ave, Chicago, IL 60637, USA",41.795057,-87.58297000000002,Male,African American,Speed,0,0,1.0,No,0,06:46:08.636600,07:18:08.403544,11:54:21,16:31:25.120008,17:03:25.219615
2017-01-05,17:56:00,"6300 S Drexel, Chicago, IL","6300 S Drexel Ave, Chicago, IL 60637, USA",41.780214,-87.603217,Male,Asian,Traffic Sign/Signal,1,0,0.0,No,0,06:46:15.027611,07:18:06.858838,11:55:41,16:34:07.324293,17:05:59.565573
2017-01-06,11:53:00,"5900 S Ellis, Chicago, IL","5900 S Ellis Ave, Chicago, IL 60637, USA",41.7877305,-87.6012293,Male,African American,Lane Violation,1,0,0.0,No,0,06:46:12.975283,07:18:02.104141,11:56:07,16:35:04.338722,17:06:53.906865
2017-01-06,21:42:00,"969 E 60th, Chicago, IL","969 E 60th St, Chicago, IL 60637, USA",41.78552,-87.6018945,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:46:12.805876,07:18:01.853720,11:56:07,16:35:04.907749,17:06:54.394784
2017-01-07,14:28:00,"Midway and Woodlawn, Chicago, IL","727 E 60th St, Chicago, IL 60637, USA",41.7855789,-87.6070496,Male,African American,Traffic Sign/Signal,0,0,1.0,No,0,06:46:09.162078,07:17:55.084485,11:56:34,16:36:06.409158,17:07:52.800060
2017-01-08,12:20:00,"1151 E Hyde Park, Chicago, IL","1151 E Hyde Park Blvd, Chicago, IL 60615, USA",41.8021042,-87.5970377,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:46:02.098672,07:17:45.351341,11:56:58,16:37:02.591522,17:08:46.343170
2017-01-08,15:56:00,"5300 S Lake Park, Chicago, IL","5300 S Lake Park Ave, Chicago, IL 60615, USA",41.7999289,-87.5885953,Male,African American,Lane Violation,0,0,1.0,No,0,06:45:59.754086,07:17:42.927815,11:56:56,16:37:00.960640,17:08:44.633244
2017-01-09,14:33:00,"4917 S Drexel, Chicago, IL","4917 S Drexel Blvd, Chicago, IL 60615, USA",41.8051202,-87.60352859999999,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:45:54.801298,07:17:34.754447,11:57:24,16:38:06.498242,17:09:46.980676
2017-01-10,13:28:00,"5700 S University, Chicago, IL","5700 S University Ave, Chicago, IL 60637, USA",41.7914067,-87.5980738,Female,Caucasian,Lane Violation,1,0,0.0,No,0,06:45:40.035066,07:17:15.957731,11:57:48,16:39:11.754734,17:10:48.236562
2017-01-15,19:23:00,"5200 Harper, Chicago, IL","5200 S Harper Ave, Chicago, IL 60615, USA",41.8008247,-87.589277,Male,Hispanic,Traffic Sign/Signal,1,0,0.0,No,0,06:44:09.248034,07:15:26.149615,11:59:40,16:44:44.570694,17:16:02.192050
2017-01-17,09:48:00,"6300 S UNIVERSITY, Chicago, IL","6300 S University Ave, Chicago, IL 60637, USA",41.7804242,-87.5972999,Male,Caucasian,Lane Violation,1,0,0.0,No,0,06:43:17.409986,07:14:25.223276,12:00:23,16:47:10.972937,17:18:19.572354
2017-01-17,12:11:00,"6000 S KENWOOD, Chicago, IL","6000 S Kenwood Ave, Chicago, IL 60637, USA",41.7849176,-87.59309429999999,Female,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,06:43:16.995868,07:14:24.963836,12:00:22,16:47:09.215830,17:18:17.970232
2017-01-20,17:01:00,"5225 S Harper, Chicago, IL","5225 S Harper Ave, Chicago, IL 60615, USA",41.8001548,-87.5887764,Male,African American,Lane Violation,1,0,0.0,No,0,06:41:45.606692,07:12:41.023337,12:01:17,16:50:42.751760,17:21:39.061909
2017-01-24,12:11:00,"900 E. MIDWAY PLAISANCE, Chicago, IL","900 Midway Plaisance, Chicago, IL 60637, USA",41.7864747,-87.5989062,Male,Asian,Lane Violation,1,0,0.0,No,0,06:39:14.561088,07:09:51.481401,12:02:25,16:55:44.725915,17:26:22.688878
2017-01-24,12:11:00,"900 E. MIDWAY PLAISANCE, Chicago, IL","900 Midway Plaisance, Chicago, IL 60637, USA",41.7864747,-87.5989062,Male,Asian,Lane Violation,1,0,0.0,No,0,06:39:14.561088,07:09:51.481401,12:02:25,16:55:44.725915,17:26:22.688878
2017-01-24,13:58:00,"1201 E. MIDWAY PLAISANCE, Chicago, IL","1201 Midway Plaisance, Chicago, IL 60637, USA",41.7864747,-87.5989062,Male,Caucasian,Lane Violation,1,0,0.0,No,0,06:39:14.561088,07:09:51.481401,12:02:25,16:55:44.725915,17:26:22.688878
2017-01-24,13:58:00,"1201 E. MIDWAY PLAISANCE, Chicago, IL","1201 Midway Plaisance, Chicago, IL 60637, USA",41.7864747,-87.5989062,Male,Caucasian,Lane Violation,1,0,0.0,No,0,06:39:14.561088,07:09:51.481401,12:02:25,16:55:44.725915,17:26:22.688878
2017-01-31,09:57:00,"6100 S Ingleside, Chicago, IL","6100 S Ingleside Ave, Chicago, IL 60637, USA",41.7839183,-87.6031019,Female,African American,Traffic Sign/Signal,0,1,1.0,No,0,06:33:34.961427,07:03:39.847021,12:03:49,17:04:39.750699,17:34:45.968651
2017-01-31,23:40:00,"5100 S Cornell, Chicago, IL","5100 S Cornell Ave, Chicago, IL 60615, USA",41.8021672,-87.58673189999999,Female,African American,Lane Violation,1,0,0.0,No,0,06:33:32.914572,07:03:38.370115,12:03:45,17:04:33.384371,17:34:40.174059
2017-02-02,10:36:00,"6120 S Cottage Grove, Chicago, IL","6120 S Cottage Grove Ave, Chicago, IL 60637, USA",41.7830376,-87.6059684,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:31:41.874145,07:01:37.770911,12:04:06,17:07:14.476494,17:37:11.795198
2017-02-03,08:46:00,"5100 S Hyde Park, Chicago, IL","5100 S Hyde Park Blvd, Chicago, IL 60615, USA",41.8022475,-87.58534379999999,Male,Caucasian,Lane Violation,1,0,0.0,No,0,06:30:39.326262,07:00:31.388186,12:04:08,17:08:24.131617,17:38:17.663502
2017-02-03,16:32:00,"6100 S Woodlawn, Chicago, IL","6100 S Woodlawn Ave, Chicago, IL 60637, USA",41.78401700000001,-87.596716,Female,African American,Traffic Sign/Signal,0,1,1.0,No,0,06:30:40.307701,07:00:31.812144,12:04:11,17:08:29.150675,17:38:22.123180
2017-02-05,04:04:00,"5500 S Lake Park, Chicago, IL","5500 S Lake Park Ave, Chicago, IL 60637, USA",41.7950649,-87.5878062,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:28:35.241273,06:58:18.378173,12:04:20,17:10:59.690043,17:40:44.390680
2017-02-07,15:44:00,"5700 S UNIVERSITY, Chicago, IL","5700 S University Ave, Chicago, IL 60637, USA",41.7914067,-87.5980738,Male,Hispanic,Lane Violation,1,0,0.0,No,0,06:26:26.881711,06:56:01.431929,12:04:31,17:13:36.400575,17:43:12.611934
2017-02-08,23:21:00,"5500 S Ellis, Chicago, IL","5500 S Ellis Ave, Chicago, IL 60637, USA",41.794766,-87.60163899999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:25:20.405891,06:54:50.915018,12:04:34,17:14:53.628402,17:44:25.849206
2017-02-09,17:16:00,"5500 S University, Chicago, IL","5500 S University Ave, Chicago, IL 60637, USA",41.79460830000001,-87.5983715,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,06:24:10.456716,06:53:36.891680,12:04:36,17:16:09.482225,17:45:37.679843
2017-02-10,00:27:00,"6300 S University, Chicago, IL","6300 S University Ave, Chicago, IL 60637, USA",41.7804242,-87.5972999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:22:58.439407,06:52:20.466829,12:04:37,17:17:27.196167,17:46:51.036402
2017-02-10,09:07:00,"5000 S Woodlawn, Chicago, IL","5000 S Woodlawn Ave, Chicago, IL 60615, USA",41.8040188,-87.5969904,Female,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,06:23:00.206155,06:52:22.922299,12:04:37,17:17:24.615434,17:46:49.147195
2017-02-10,15:22:00,"6000 S Drexel, Chicago, IL","6000 S Drexel Ave, Chicago, IL 60637, USA",41.7858787,-87.6044278,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,06:23:00.574184,06:52:22.760664,12:04:38,17:17:28.329126,17:46:52.329069
2017-02-11,23:28:00,"6300 Kenwood, Chicago, IL","6300 S Kenwood Ave, Chicago, IL 60637, USA",41.7805355,-87.59305119999999,Male,African American,License Plate/Registration,0,1,2.0,No,0,06:21:45.344067,06:51:03.463868,12:04:36,17:18:42.412950,17:48:02.398242
2017-02-12,21:09:00,"960 E 56th, Chicago, IL","960 E 56th St, Chicago, IL 60637, USA",41.7931864,-87.6019847,Male,Caucasian,Lane Violation,1,0,0.0,No,0,06:20:34.886430,06:49:49.544163,12:04:38,17:19:59.341517,17:49:15.919821
2017-02-14,08:38:00,"5900 S Stony Island, Chicago, IL","5900 S Stony Island Ave, Chicago, IL 60637, USA",41.7863933,-87.5865953,Female,African American,Moving Violation - Other,0,1,2.0,No,0,06:17:59.458598,06:47:06.533624,12:04:32,17:22:27.823131,17:51:36.927536
2017-02-16,15:44:00,"800 E Midway Plaisance, Chicago, IL","800 Midway Plaisance, Chicago, IL 60637, USA",41.7864747,-87.5989062,Male,African American,Speed,1,0,0.0,No,0,06:15:25.832719,06:44:25.905056,12:04:29,17:25:01.311803,17:54:03.526640
2017-02-17,08:19:00,"Midway Plaisance and Ellis, Chicago, IL","Midway Plaisance & S Ellis Ave, Chicago, IL 60637, USA",41.787163,-87.601216,Male,Caucasian,Speed,1,0,0.0,No,0,06:14:06.217432,06:43:02.958407,12:04:25,17:26:16.688915,17:55:15.630338
2017-02-17,15:30:00,"5900 S Ellis, Chicago, IL","5900 S Ellis Ave, Chicago, IL 60637, USA",41.7877305,-87.6012293,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:14:06.254256,06:43:03.011143,12:04:25,17:26:16.643181,17:55:15.600592
2017-02-18,10:11:00,"6200 S Woodlawn, Chicago, IL","6200 S Woodlawn Ave, Chicago, IL 60637, USA",41.7823297,-87.59624149999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:12:43.305812,06:41:36.666700,12:04:20,17:27:30.508813,17:56:26.128215
2017-02-18,22:32:00,"5600 S Woodlawn, Chicago, IL","5600 S Woodlawn Ave, Chicago, IL 60637, USA",41.7930238,-87.59680279999999,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:12:44.044870,06:41:37.704095,12:04:20,17:27:29.752611,17:56:25.671812
2017-02-21,15:08:00,"5234 S Blackstone, Chicago, IL","5234 S Blackstone Ave, Chicago, IL 60615, USA",41.7998927,-87.5907127,Female,Asian,Lane Violation,1,0,0.0,No,0,06:08:31.464039,06:37:16.235717,12:04:00,17:31:09.963118,17:59:57.177205
2017-02-23,07:50:00,"5500 S Woodlawn, Chicago, IL","5500 S Woodlawn Ave, Chicago, IL 60637, USA",41.7948135,-87.5975445,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,06:05:39.660746,06:34:18.819128,12:03:46,17:33:38.647884,18:02:20.373260
2017-02-23,08:41:00,"5900 S Kimbark, Chicago, IL","5900 S Kimbark Ave, Chicago, IL 60637, USA",41.7878888,-87.59475809999999,Male,Asian,Traffic Sign/Signal,1,0,0.0,No,0,06:05:38.697716,06:34:17.667181,12:03:46,17:33:38.454394,18:02:19.989820
2017-02-28,08:07:00,"6100 S Greenwood, Chicago, IL","6100 S Greenwood Ave, Chicago, IL 60637, USA",41.7841049,-87.59952109999999,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,05:58:09.363931,06:26:36.708834,12:02:58,17:39:41.099783,18:08:11.338300
2017-02-28,23:28:00,"5300 S Blackstone, Chicago, IL","5300 S Blackstone Ave, Chicago, IL 60615, USA",41.7991979,-87.590829,Male,Hispanic,Traffic Sign/Signal,0,0,3.0,No,0,05:58:07.708194,06:26:35.457932,12:02:56,17:39:38.197671,18:08:08.843474
2017-02-28,14:52:00,"5500 S Cottage Grove, Chicago, IL","5500 S Cottage Grove Ave, Chicago, IL 60637, USA",41.7957645,-87.60520580000001,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,05:58:11.057533,06:26:38.715082,12:02:59,17:39:41.836225,18:08:12.389284
2017-02-28,17:32:00,"1100 E 57th, Chicago, IL","1100 E 57th St, Chicago, IL 60637, USA",41.792279,-87.599954,Female,Caucasian,Lane Violation,1,0,0.0,No,0,05:58:09.699577,06:26:37.263664,12:02:58,17:39:40.762810,18:08:11.221840
2017-03-02,02:48:00,"5200 Woodlawn, Chicago, IL","5200 S Woodlawn Ave, Chicago, IL 60615, USA",41.8007483,-87.5969348,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,05:55:02.702654,06:23:26.786205,12:02:34,17:42:02.089973,18:10:29.207164
2017-03-03,12:11:00,"5400 S Greenwood, Chicago, IL","5400 S Greenwood Ave, Chicago, IL 60637, USA",41.7979404,-87.5997271,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,05:53:28.843340,06:21:51.198588,12:02:22,17:43:13.707329,18:11:39.165648
2017-03-06,16:37:00,"800 E Midway Plaisance, Chicago, IL","800 Midway Plaisance, Chicago, IL 60637, USA",41.7864747,-87.5989062,Female,African American,Traffic Sign/Signal,0,0,2.0,No,0,05:48:40.648801,06:16:58.558506,12:01:42,17:46:44.682744,18:15:05.908074
2017-03-07,11:35:00,"5500 S Woodlawn, Chicago, IL","5500 S Woodlawn Ave, Chicago, IL 60637, USA",41.7948135,-87.5975445,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,05:47:03.081085,06:15:20.107758,12:01:27,17:47:53.759598,18:16:14.176537
2017-03-07,13:51:00,"1461 E 52rd, Chicago, IL","Chicago, IL, USA",41.8781136,-87.6297982,Male,African American,Lane Violation,1,0,0.0,No,0,05:47:11.480788,06:15:30.714531,12:01:35,17:47:58.742273,18:16:21.381625
2017-03-07,20:47:00,"5500 Ellis, Chicago, IL","5500 S Ellis Ave, Chicago, IL 60637, USA",41.794766,-87.60163899999999,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,05:47:04.062272,06:15:21.087677,12:01:28,17:47:54.744643,18:16:15.160307
2017-03-08,11:26:00,"5800 S Kenwood, Chicago, IL","5800 S Kenwood Ave, Chicago, IL 60637, USA",41.7895583,-87.5931746,Female,African American,Lane Violation,0,0,2.0,No,0,05:45:24.035259,06:13:39.959629,12:01:12,17:49:02.316125,18:17:21.703700
2017-03-09,11:00:00,"1604 E 55th, Chicago, IL","1604 E 55th St, Chicago, IL 60615, USA",41.7953242,-87.58623899999999,Male,African American,Lane Violation,1,0,0.0,No,0,05:43:43.821979,06:11:59.076304,12:00:55,17:50:09.675699,18:18:28.469004
2017-03-09,11:41:00,"5300 S Kimbark, Chicago, IL","5300 S Kimbark Ave, Chicago, IL 60615, USA",41.7992755,-87.5953309,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,05:43:46.009989,06:12:01.368583,12:00:57,17:50:11.752079,18:18:30.650406
2017-03-11,11:46:00,"5300 S Kimbark, Chicago, IL","5300 S Kimbark Ave, Chicago, IL 60615, USA",41.7992755,-87.5953309,Male,Asian,Traffic Sign/Signal,1,0,0.0,No,0,05:40:27.132114,06:08:41.273202,12:00:27,17:52:29.457977,18:20:47.290486
2017-03-11,19:26:00,"4743 S Ingleside, Chicago, IL","4743 S Ingleside Ave, Chicago, IL 60615, USA",41.8083147,-87.60256249999999,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,05:40:28.831481,06:08:43.210996,12:00:28,17:52:31.003105,18:20:49.075825
2017-03-11,20:07:00,"5500 Ellis, Chicago, IL","5500 S Ellis Ave, Chicago, IL 60637, USA",41.794766,-87.60163899999999,Male,Asian,Traffic Sign/Signal,1,0,0.0,No,0,05:40:28.661347,06:08:42.683516,12:00:28,17:52:31.068808,18:20:48.781510
2017-03-11,20:28:00,"5500 Kimbark, Chicago, IL","5500 S Kimbark Ave, Chicago, IL 60637, USA",41.7950476,-87.59492019999999,Female,African American,Traffic Sign/Signal,0,1,2.0,No,0,05:40:27.049639,06:08:41.079241,12:00:26,17:52:29.449041,18:20:47.169231
2017-03-11,22:10:00,"5500 Cottage Grove, Chicago, IL","5500 S Cottage Grove Ave, Chicago, IL 60637, USA",41.7957645,-87.60520580000001,Male,African American,Lane Violation,1,0,0.0,No,0,05:40:29.512615,06:08:43.561107,12:00:29,17:52:31.904333,18:20:49.643556
2017-03-12,09:21:00,"4700 S Drexel, Chicago, IL","4700 S Drexel Blvd, Chicago, IL 60615, USA",41.8092426,-87.6046823,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:38:49.083161,07:07:03.093651,13:00:13,18:53:40.034415,19:21:57.815277
2017-03-13,16:41:00,"5300 S Harper, Chicago, IL","5300 S Harper Ave, Chicago, IL 60615, USA",41.79814140000001,-87.5890903,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,06:37:04.719239,07:05:18.187901,12:59:53,18:54:44.785390,19:23:02.099849
2017-03-13,17:22:00,"5800 S Cottage Grove, Chicago, IL","5800 S Cottage Grove Ave, Chicago, IL 60637, USA",41.7890539,-87.6064537,Male,African American,Traffic Sign/Signal,0,1,2.0,No,0,06:37:08.969958,07:05:22.198998,12:59:57,18:54:49.094453,19:23:06.167438
2017-03-15,12:03:00,"5739 S Blackstone, Chicago, IL","5739 S Blackstone Ave, Chicago, IL 60637, USA",41.7902613,-87.5899089,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:33:42.317425,07:01:55.515788,12:59:20,18:57:01.034474,19:25:18.234349
2017-03-15,12:42:00,"5426 S Kimbark, Chicago, IL","5426 S Kimbark Ave, Chicago, IL 60615, USA",41.7971578,-87.59568139999999,Male,Caucasian,Lane Violation,1,0,0.0,No,0,06:33:43.592904,07:01:56.973320,12:59:21,18:57:02.356978,19:25:19.740368
2017-03-16,23:35:00,"5300 S INGLESIDE, Chicago, IL","5300 S Ingleside Ave, Chicago, IL 60615, USA",41.7993622,-87.6028358,Female,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,06:32:03.310888,07:00:16.937364,12:59:06,18:58:11.763690,19:26:29.473297
2017-03-17,17:10:00,"6300 S Kenwood, Chicago, IL","6300 S Kenwood Ave, Chicago, IL 60637, USA",41.7805355,-87.59305119999999,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:30:19.053984,06:58:32.516903,12:58:46,18:59:17.008006,19:27:34.630242
2017-03-18,08:19:00,"1158 E 59th, Chicago, IL","1158 E 59th St, Chicago, IL 60637, USA",41.7877684,-87.5979325,Female,Caucasian,Speed,1,0,0.0,No,0,06:28:37.455292,06:56:51.590384,12:58:30,19:00:25.487479,19:28:43.864362
2017-03-18,08:36:00,"1106 Midway Plaisance, Chicago, IL","1106 Midway Plaisance, Chicago, IL 60637, USA",41.7864747,-87.5989062,Male,African American,Speed,1,0,0.0,No,0,06:28:37.720668,06:56:51.821497,12:58:30,19:00:25.721767,19:28:44.064098
2017-03-20,10:32:00,"5700 S Maryland, Chicago, IL","5700 S Maryland Ave, Chicago, IL 60637, USA",41.7912122,-87.60505409999999,Male,Asian,Lane Violation,1,0,0.0,No,0,06:25:12.974515,06:53:28.604758,12:57:57,19:02:41.419613,19:31:01.455927
2017-03-21,09:57:00,"5900 S Cottage Grove, Chicago, IL","5900 S Cottage Grove Ave, Chicago, IL 60637, USA",41.7867553,-87.6076016,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:23:30.316146,06:51:46.750924,12:57:40,19:03:48.894577,19:32:09.816928
2017-03-21,21:10:00,"5300 Harper, Chicago, IL","5300 S Harper Ave, Chicago, IL 60615, USA",41.79814140000001,-87.5890903,Male,Caucasian,Lane Violation,1,0,0.0,No,0,06:23:25.494006,06:51:42.232199,12:57:35,19:03:44.546656,19:32:05.775107
2017-03-22,17:33:00,"5500 S Greenwood, Chicago, IL","5500 S Greenwood Ave, Chicago, IL 60637, USA",41.794837,-87.5998068,Male,African American,Lane Violation,1,0,0.0,No,0,06:21:44.538987,06:50:02.260395,12:57:20,19:04:53.877845,19:33:16.171792
2017-03-23,09:29:00,"5100 S Cottage Grove, Chicago, IL","5100 S Cottage Grove Ave, Chicago, IL 60615, USA",41.8022031,-87.6064389,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:20:02.024764,06:48:21.162720,12:57:03,19:06:02.247283,19:34:26.043102
2017-03-23,16:30:00,"5300 S Berkeley, Chicago, IL","5300 S Berkeley Ave, Chicago, IL 60653, USA",41.8132469,-87.6005588,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:20:00.174570,06:48:19.608644,12:57:02,19:06:00.996182,19:34:25.090824
2017-03-24,22:51:00,"1150 E 59th, Chicago, IL","1150 E 59th St, Chicago, IL 60637, USA",41.7877678,-87.5979684,Male,Asian,Lane Violation,1,0,0.0,No,0,06:18:16.636963,06:46:36.754401,12:56:43,19:07:06.543141,19:35:31.398807
2017-03-24,23:32:00,"5311 Lake Park, Chicago, IL","5311 S Lake Park Ave, Chicago, IL 60615, USA",41.7990051,-87.58760769999999,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:18:13.671028,06:46:34.090447,12:56:41,19:07:04.252091,19:35:29.412538
2017-03-24,23:34:00,"5400 Ingleside, Chicago, IL","5400 S Ingleside Ave, Chicago, IL 60615, USA",41.797709,-87.6031514,Male,Caucasian,Lane Violation,1,0,0.0,No,0,06:18:17.452667,06:46:37.837305,12:56:45,19:07:07.962674,19:35:33.088019
2017-03-25,14:28:00,"5700 S Ellis, Chicago, IL","5700 S Ellis Ave, Chicago, IL 60637, USA",41.7913737,-87.60130180000002,Male,Asian,Traffic Sign/Signal,1,0,0.0,No,0,06:16:33.223268,06:44:54.951985,12:56:26,19:08:13.861415,19:36:40.413558
2017-03-25,17:38:00,"1326 E 53rd, Chicago, IL","1326 E 53rd St, Chicago, IL 60615, USA",41.7996725,-87.5938987,Male,Caucasian,Traffic Sign/Signal,1,0,0.0,No,0,06:16:31.067042,06:44:53.019531,12:56:24,19:08:12.253840,19:36:39.031861
2017-03-25,23:58:00,"5100 Kimbark, Chicago, IL","5100 S Kimbark Ave, Chicago, IL 60615, USA",41.802037,-87.59549799999999,Female,Hispanic,Traffic Sign/Signal,1,0,0.0,No,0,06:16:31.341652,06:44:53.357932,12:56:25,19:08:12.686564,19:36:39.528978
2017-03-26,14:09:00,"6000 S Cottage Grove, Chicago, IL","6000 S Cottage Grove Ave, Chicago, IL 60637, USA",41.786734,-87.6075876,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:14:50.815844,06:43:14.081037,12:56:09,19:09:21.628316,19:37:49.800371
2017-03-26,16:49:00,"5500 S Blackstone, Chicago, IL","5500 S Blackstone Ave, Chicago, IL 60637, USA",41.79475679999999,-87.5903254,Female,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:14:46.284499,06:43:09.766686,12:56:05,19:09:17.670925,19:37:46.062045
2017-03-26,20:00:00,"5100 S Blackstone, Chicago, IL","5100 S Blackstone Ave, Chicago, IL 60615, USA",41.8024222,-87.5905056,Male,African American,Traffic Sign/Signal,1,0,0.0,No,0,06:14:45.951674,06:43:09.641353,12:56:05,19:09:17.894562,19:37:46.495158
2017-03-26,22:04:00,"5206 Harper, Chicago, IL","5206 S Harper Ave, Chicago, IL 60615, USA",41.8007464,-87.58925719999999,Male,African American,Moving Violation - Other,1,0,0.0,No,0,06:14:45.734636,06:43:09.378940,12:56:05,19:09:17.555283,19:37:46.110070
2017-03-27,00:39:00,"5300 Blackstone, Chicago, IL","5300 S Blackstone Ave, Chicago, IL 60615, USA",41.7991979,-87.590829,Female,Caucasian,Traffic Sign/Signal,0,0,2.0,No,0,06:13:01.968283,06:41:27.380866,12:55:47,19:10:24.207080,19:38:54.614709
2017-03-27,11:28:00,"5300 S Drexel, Chicago, IL","5300 S Drexel Blvd, Chicago, IL 60615, USA",41.7984198,-87.6040627,Male,Caucasian,Traffic Sign/Signal,0,0,1.0,No,0,06:13:05.181092,06:41:30.572602,12:55:50,19:10:27.364979,19:38:57.751333
2017-03-28,14:42:00,"913 E 61st, Chicago, IL","913 E 61st St, Chicago, IL 60637, USA",41.7839367,-87.60376680000002,Female,African American,Moving Violation - Other,1,0,0.0,No,0,06:11:21.669528,06:39:48.623380,12:55:32,19:11:33.105511,19:40:05.135524
